title,date,stock,price_after_a_week
"Benzinga Pro Morning  Price Check For Major Averages: Nasdaq Up 34 (0.5%), Dow 30 Up 49 (0.2%), S&P 500 Up 3 (0.1%), Russell 2000 Up 1 (0.1%)",2018-10-11,QQQ,2.110841316833437
"Dow Falls 1,300 Points In 48 Hours As Market Rout Continues",2018-10-10,QQQ,3.2376388106362093
"US Equities trading lower amid concerns over interest rate hikes: Russell 2000 down 1.4%, S&P 500 down 1.9%, Dow 30 Down 1.9%, Nasdaq Down 2.3%.",2018-10-10,QQQ,3.2376388106362093
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 21 (1.3%), S&P 500 Down 43 (1.5%), Dow 30 Down 391 (1.5%), Nasdaq Down 149 (1.9%)",2018-10-10,QQQ,3.2376388106362093
A Latin American Angel Investor's Advice On How To Succeed In Tech,2018-10-10,QQQ,3.2376388106362093
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 6 (0.4%), Dow 30 Down 218 (0.8%), S&P 500 Down 31 (1.1%), Nasdaq Down 148 (1.9%)",2018-10-10,QQQ,3.2376388106362093
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Flat, Russell 2000 Down 1 (0.1%), S&P 500 Down 4 (0.2%), Dow 30 Down 72 (0.3%)",2018-10-09,QQQ,-1.3416489077089402
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 114 (0.4%), S&P 500 Down 15 (0.5%), Russell 2000 Down 11 (0.7%), Nasdaq Down 96 (1.2%)",2018-10-08,QQQ,-3.820159667911323
"Benzinga Pro Morning  Price Check For Major Averages: Russell 2000 Up 2 (0.1%), S&P 500 Flat, Dow 30 Down 15 (0.1%), Nasdaq Down 13 (0.2%)",2018-10-08,QQQ,-3.820159667911323
"Benzinga Pro Morning  Price Check For Major Averages: Russell 2000 Up 4 (0.2%), Dow 30 Up 6 (0.02%), S&P 500 Up 2 (0.1%), Nasdaq Down 22 (0.3%)",2018-10-05,QQQ,-3.236184953744705
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Down 32 (1.1%), Dow 30 Down 296 (1.1%), Russell 2000 Down 22 (1.3%),  Nasdaq Down 160 (2.0%)",2018-10-04,QQQ,-7.007346556438576
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 75 (0.3%), S&P 500 Down 10 (0.4%), Russell 2000 Down 7 (0.4%), Nasdaq Down 71 (0.9%)",2018-10-04,QQQ,-7.007346556438576
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 16 (1.0%), Nasdaq Up 36 (0.5%), Dow 30 Up 141 (0.5%), S&P 500 Up 12 (0.4%)",2018-10-03,QQQ,-7.647217654969898
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 147 (0.6%), S&P 500 Up 14 (0.5%), Nasdaq Up 35 (0.4%), Russell 2000 Up 2 (0.1%)",2018-10-03,QQQ,-7.647217654969898
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 110 (0.4%), S&P 500 Up (0.1%), Nasdaq Down 10 (0.1%), Russell 2000 Down 8 (0.5%)",2018-10-02,QQQ,-3.2947483176312184
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 27 (0.1%), Russell 2000 Flat, S&P 500 Flat, Nasdaq Down 7 (0.1%)",2018-10-02,QQQ,-3.2947483176312184
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 209 (0.8%), S&P 500 Up 14 (0.5%), Nasdaq Up 14 (0.2%), Russell 2000 Down 14 (0.8%)",2018-10-01,QQQ,-3.8244588690386028
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 252 (1.0%), S&P 500 Up 22 (0.8%), Nasdaq Up 58 (0.7%), Russell 2000 Up 2 (0.1%)",2018-10-01,QQQ,-3.8244588690386028
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 8 (0.5%), Dow 30 Up 49 (0.2%), Nasdaq Up 12 (0.1%), S&P 500 Up 3 (0.1%)",2018-09-28,QQQ,-3.035685027449254
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 1 (0.1%), S&P 500 Down 4 (0.1%),  Dow 30 Down 26 (0.1%), Nasdaq Down 25 (0.3%)",2018-09-28,QQQ,-3.035685027449254
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 80 (1.0%), S&P 500 Up 21 (0.7%), Dow 30 Up 161 (0.6%), Russell 2000 Up 5 (0.3%)",2018-09-27,QQQ,-1.8565339088787158
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 54 (0.7%), S&P 500 Up 8 (0.3%), Dow 30 Up 3 (0.1%), Russell 2000 Up 1 (0.1%)",2018-09-27,QQQ,-1.8565339088787158
"The Federal Reserve, As Expected, Issues Third Rate Hike Of 2018",2018-09-26,QQQ,0.9117018307548287
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 7.4 (0.3%), Dow 30 Up 68 (0.3%), Nasdaq Up 25 To (0.3%), Russell 2000 Down 6 (0.3%)",2018-09-26,QQQ,0.9117018307548287
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 2 (0.1%), Dow 30 Up 36 (0.1%), Nasdaq Up 7 (0.1%), Russell 2000 Down 4 (0.3%)",2018-09-26,QQQ,0.9117018307548287
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 6 (0.4%), Nasdaq Up 9 (0.1%), S&P 500 Down 3 (0.1%), Dow 30 Down 47 (0.2%)",2018-09-25,QQQ,0.874335293115762
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 3 (0.2%), Nasdaq Up 6 (0.1%), Dow 30 Up 10 (0.1%), S&P 500 Flat",2018-09-25,QQQ,0.874335293115762
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 9 (0.3%), Dow 30 Down 82 (0.3%), Nasdaq Down 40 (0.5%), Russell 2000 Down 12 (0.7%)",2018-09-24,QQQ,1.2398711253459758
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 72 (0.3%), S&P 500 Up 3 (0.1%), Nasdaq Down 15 (0.2%), Russell 2000 Down 4 (0.2%)",2018-09-21,QQQ,1.1322115947663207
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 10 (0.3%), Dow 30 Up 69 (0.3%), Nasdaq Up 25 (0.3%), Russell 2000 Flat",2018-09-21,QQQ,1.1322115947663207
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 268 (1.0%), Nasdaq Up 80 (1.0%), S&P 500 Up 24 (0.8%), Russell 2000 Up 14 (0.8%)",2018-09-20,QQQ,0.6009100227321952
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 59 (0.8%), Dow 30 Up 202 (0.8%), S&P 500 Up 15 (0.5%), Russell 2000 Up 6 (0.4%)",2018-09-20,QQQ,0.6009100227321952
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 5 (0.2%), Nasdaq Down 22 (0.3%), Russell 2000 Down 10 (0.6%), Dow 30 Up 208 (0.8%)",2018-09-19,QQQ,0.8593360841708191
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 153 (0.6%), Russell 2000 Up 4 (0.2%), S&P 500 Up 3 (0.1%),  Nasdaq Down 23 (0.3%)",2018-09-19,QQQ,0.8593360841708191
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 65 (0.8%), S&P 500 Up 17 (0.6%), Dow 30 Up 156 (0.6%), Russell 2000 Up 8 (0.4%)",2018-09-18,QQQ,0.7110058129732049
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 48 (0.6%), Russell 2000 Up 7 (0.4%), Dow 30 Up 79 (0.3%), S&P 500 Up 9 (0.3%)",2018-09-18,QQQ,0.7110058129732049
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 11 (0.1%), S&P 500 Down 7 (0.3%), Nasdaq Down 64 (0.8%), Russell 2000 Down 13 (0.8%)",2018-09-17,QQQ,1.4061999869019381
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 7 (0.4%), Dow 30 Down 31 (0.1%), S&P 500 Down 5 (0.2%), Nasdaq Down 52 (0.6%)",2018-09-17,QQQ,1.4061999869019381
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 4 (0.2%), S&P 500 Down 5 (0.2%), Dow 30 Down 44 (0.2%), Nasdaq Down 15 (0.2%)",2018-09-14,QQQ,-0.15218109266316188
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 2 (0.1%), Dow 30 Up 35 (0.1%), Nasdaq Up 10 (0.1%), Russell 2000 Up 1 (0.1%)",2018-09-14,QQQ,-0.15218109266316188
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 78 (1.0%), Dow 30 Up 138 (0.5%), S&P 500 Up 16 (0.5%), Russell 2000 Up 1 (0.1%)",2018-09-13,QQQ,0.1029653720422947
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 76 (1.0%), Dow 30 Up 159 (0.6%), S&P 500 Up 16 (0.5%), Russell 2000 Down 3 (0.2%)",2018-09-13,QQQ,0.1029653720422947
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Down 27 (0.3%), Dow 30 Up 26 (0.1%), S&P 500 Flat, Russell 2000 Down 2 (0.1%)",2018-09-12,QQQ,0.06572187462238539
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 49 (0.6%), Dow 30 Up 130 (0.5%), S&P 500 Up 12 (0.4%), Russell 2000 Up 5 (0.3%)",2018-09-11,QQQ,-0.15290465686173443
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Flat, Nasdaq Down 5 (0.1%), S&P 500 Down 6 (0.2%), Dow 30 Down 71 (0.3%)",2018-09-11,QQQ,-0.15290465686173443
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 6 (0.2%), Russell 2000 Up 4 (0.2%),  Nasdaq Up 8 (0.1%), Dow 30 Down 29 (0.1%)",2018-09-10,QQQ,-0.20911567131236303
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 13 (0.5%), Dow 30 Up 95 (0.4%), Nasdaq Up 19 (0.2%), Russell 2000 Down 1 (0.1%)",2018-09-10,QQQ,-0.20911567131236303
"A Look At The ETFs With The Most Inflows And Outflows In August, And What They'll Do Going Forward",2018-09-07,QQQ,1.59019600469219
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Down 7 (0.1%), Russell 2000 Down 1 (0.1%), S&P 500 Down 8 (0.3%),  Dow 30 Down 141 (0.5%)",2018-09-07,QQQ,1.59019600469219
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Down 17 (0.2%), S&P 500 Down 8.4 (0.3%), Dow 30 Down 80 (0.3%), Russell 2000 Down 19 (0.4%)",2018-09-07,QQQ,1.59019600469219
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 12 (0.1%), S&P 500 Down 15 (0.5%), Russell 2000 Down 10 (0.6%), Nasdaq Down 84 (1.1%)",2018-09-06,QQQ,1.4960678895117727
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 43 (0.2%), S&P 500 Down 2 (0.1%), Nasdaq Down 24 (0.3%), Russell 2000 Down 6 (0.3%)",2018-09-06,QQQ,1.4960678895117727
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Down 7 (0.2%), Dow 30 Up 43 (0.2%), Russell 2000 Down 7 (0.4%), Nasdaq Down 72 (0.9%)",2018-09-05,QQQ,-0.4742409453405381
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 59 (0.2%), S&P 500 Down 9 (0.3%), Nasdaq Down 41 (0.4%), Russell 2000 Down 13 (0.7%)",2018-09-04,QQQ,-1.4689324250008466
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 8 (0.5%), S&P 500 Down 13 (0.5%), Dow 30 Down 143 (0.6%), Nasdaq Down 53 (0.7%)",2018-09-04,QQQ,-1.4689324250008466
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 13 (0.2%), Russell 2000 Flat, S&P 500 Down 6 (0.2%), Dow 30 Down 78 (0.3%)",2018-08-31,QQQ,-2.9681184988411955
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 20 (0.2%), S&P 500 flat, Dow 30 Down 12 (0.1%), Russell 2000 Down 2 (0.1%)",2018-08-31,QQQ,-2.9681184988411955
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Flat, S&P 500 Down 8 (0.3%), Russell 2000 Down 5 (0.3%), Dow 30 Down 104 (0.4%)",2018-08-30,QQQ,-2.467681938357761
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Flat, S&P 500 Down 4 (0.1%), Dow 30 Down 23 (0.1%), Nasdaq Down 15 (0.2%)",2018-08-30,QQQ,-2.467681938357761
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 67 (0.8%), S&P 500 Up 17 (0.6%), Russell 2000 Up 7 (0.4%), Dow 30 Up 87 (0.3%)",2018-08-29,QQQ,-1.761812098055797
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 25 (0.3%), Dow 30 Down 14 (0.1%), S&P 500 Up 3 (0.1%), Russell 2000 Flat",2018-08-29,QQQ,-1.761812098055797
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 30 (0.1%), Nasdaq Up 6 (0.1%), S&P 500 Flat, Russell 2000 Down 6 (0.3%)",2018-08-28,QQQ,0.6716889622897496
"Benzinga Pro Morning  Price Check For Major Averages: Russell 2000 Up 3 (0.2%), Nasdaq Up 13 (0.2%), Dow 30 Up 59 (0.2%), S&P 500 Up 4 (0.1%)",2018-08-28,QQQ,0.6716889622897496
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 66 (0.8%), S&P 500 Up 18 (0.7%), Dow 30 Up 161 (0.6%), Russell 2000 Up 7 (0.4%)",2018-08-24,QQQ,2.2851808918277228
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 39 (0.5%), Dow 30 Up 77 (0.3%), S&P 500 Up 8 (0.3%), Russell 2000 Down 5 (0.3%)",2018-08-24,QQQ,2.2851808918277228
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 8 (0.1%), S&P 500 Down 1 (0.1%), Dow 30 Down 65 (0.3%), Russell 2000 Down 5 (0.3%)",2018-08-23,QQQ,3.1028766078062415
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 26 (0.3%), S&P 500 Flat, Dow 30 Down 27 (0.1%), Russell 2000 Down 1 (0.1%)",2018-08-23,QQQ,3.1028766078062415
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 22 (0.3%), Russell 2000 Up 3 (0.2%), S&P 500 Flat,  Dow 30 Down 32 (0.1%)",2018-08-22,QQQ,3.1370855311729255
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Flat,  S&P 500 Down 3 (0.1%), Dow 30 Down 19 (0.1%), Russell 2000 Down 1 (0.1%)",2018-08-22,QQQ,3.1370855311729255
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 20 (1.2%), Nasdaq Up 70 (0.9%), S&P 500 Up 16 (0.5%), Dow 30 Up 118 (0.5%)",2018-08-21,QQQ,2.356398301417175
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 43 (0.6%), S&P 500 Up 11 (0.4%), Russell 2000 Up 7 (0.4%), Dow 30 Up 87 (0.3%)",2018-08-21,QQQ,2.356398301417175
"Benzinga Pro Mid-Day  Price Check For Major Averages: Dow 30 Up 107 (0.4%), Russell 2000 Up 6 (0.4%), S&P 500 Up 8 (0.3%), Nasdaq Flat",2018-08-20,QQQ,2.5820807331454865
"Benzinga Pro Morning  Price Check For Major Averages: Russell 2000 Up 5 (0.3%), Dow 30 Up 86 (0.3%), S&P 500 Up 4 (0.1%), Nasdaq Down 12 (0.2%)",2018-08-20,QQQ,2.5820807331454865
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 87 (0.3%), S&P 500 Up 4 (0.2%), Russell 2000 Up 3 (0.2%), Nasdaq Down 13 (0.2%)",2018-08-17,QQQ,1.4566857474886752
"Benzinga Pro Morning  Price Check For Major Averages: Dow 30 Down 25 (0.1%), S&P 500 Down 6 (0.2%), Russell 2000 Down5 5 (0.3%), Nasdaq Down 44 (0.6%)",2018-08-17,QQQ,1.4566857474886752
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 401 (1.6%), S&P 500 Up 30 (1.1%), Russell 2000 Up 17 (1.0%), Nasdaq Up 70 (0.9%)",2018-08-16,QQQ,0.5449871882164924
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 210 (0.8%), S&P 500 Down 25 (0.9%), Russell 2000 Down 19 (1.1%), Nasdaq Down 106 (1.4%)",2018-08-15,QQQ,1.02103556371223
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 9 (0.5%), Dow 30 Down 181 (0.7%), Nasdaq Down 66 (0.8%), S&P 500 Down 23 (0.8%)",2018-08-15,QQQ,1.02103556371223
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 19 (1.1%), S&P 500 Up 18 (0.6%), Nasdaq Up 51 (0.6%), Dow 30 Up 116 (0.5%)",2018-08-14,QQQ,-0.6007142562807455
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 16 (1.0%),  Nasdaq Up 44 (0.6%), S&P 500 Up 17 (0.6%), Dow 30 Up 115 (0.5%)",2018-08-14,QQQ,-0.6007142562807455
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Down 8 (0.1%), S&P 500 Down 8 (0.3%), Dow 30 Down 112 (0.4%), Russell 2000 Down 12 (0.7%)",2018-08-13,QQQ,-0.3438387177968597
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 20 (0.3%), S&P 500 Up 5 (0.2%), Dow 30 Up 38 (0.2%), Russell 2000 Down 5 (0.3%)",2018-08-13,QQQ,-0.3438387177968597
"Markets Close Lower To End The Week: Dow Jones -0.77%, S&P 500-0.71%, NASDAQ -0.67%, Russell 2000 -0.24%",2018-08-10,QQQ,-0.3656121124393444
"Benzinga Pro Afternoon  Price Check For Major Averages: Russell 2000 Down 1.5 (0.1%), Nasdaq Down 55 (0.7%), S&P 500 Down 21 (0.8%), Dow 30 Down 210 (0.8%)",2018-08-10,QQQ,-0.3656121124393444
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 5 (0.3%), Nasdaq Down 32 (0.4%), S&P 500 Down 16 (0.6%), Dow 30 Down 182 (0.7%)",2018-08-10,QQQ,-0.3656121124393444
"Benzinga Pro Morning  Price Check For Major Averages: Russell 2000 Up 4 (0.2%), Nasdaq Down 41 (0.5%), ​​​​​​S&P 500 Down 17 (0.6%), Dow 30 Down 186 (0.7%)",2018-08-10,QQQ,-0.3656121124393444
"Benzinga Pro Mid-Day  Price Check For Major Averages: Russell 2000 Up 7 (0.4%),  Nasdaq Up 26 (0.3%), S&P 500 Flat, Dow 30 Down 25 (0.1%)",2018-08-09,QQQ,-1.1489181210726502
"Benzinga Pro Mid-Day  Price Check For Major Averages: Nasdaq Up 4 (0.1%), Russell 2000 Down 2 (0.1%), Dow 30 Down 50 (0.2%), S&P 500 Up 11 (0.4%)",2018-08-08,QQQ,-1.532802954998287
"Benzinga Pro Morning  Price Check For Major Averages: S&P 500 Down 2 (0.1%), Russell 2000 Down 2 (0.1%), Nasdaq Down 7 (0.1%), Dow 30 Down 39 (0.2%)",2018-08-08,QQQ,-1.532802954998287
"Benzinga Pro Mid-Day  Price Check For Major Averages: Dow 30 Up 168 (0.7%), S&P 500 Up 11 (0.4%), Nasdaq Up 30 (0.4%), Russell 2000 Up 5 (0.3%)",2018-08-07,QQQ,-0.19252254907828995
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 7 (0.4%)​​​​​​, Dow 30 Up 105 (0.4%), S&P 500 Up 7 (0.3%), Nasdaq Up 17 (0.2%)",2018-08-07,QQQ,-0.19252254907828995
The 'Buffett Indicator' Says Stocks Are More Overvalued Now Than Before Dot-Com Bubble Or Great Recession,2018-08-07,QQQ,-0.19252254907828995
"Benzinga Pro Mid-Day  Price Check For Major Averages: Russell 2000 Up 10 (0.6%) ​​​​​​, Nasdaq Up 36 (0.5%), ​S&P 500 Up 11 (0.4%), Dow 30 Up 59 (0.2%)",2018-08-06,QQQ,-0.4526841142358541
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 5 (0.3%), Nasdaq Up 23 (0.3%), S&P 500 Up 3 (0.1%), Dow 30 Down 45 (0.2%)",2018-08-06,QQQ,-0.4526841142358541
Should Investors Take Some 'Chips Off The Table' Or Sell Before 'Rolling Bear Market' Begins?,2018-08-06,QQQ,-0.4526841142358541
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 93 (0.4%), Nasdaq Down 12 (0.2%), S&P 500 Up 6 (0.2%), Russell 2000 Down 11 (0.7%)",2018-08-03,QQQ,0.24433695863685778
"Benzinga Pro Late-Morning Price Check For Major Averages: Dow 30 Up 75 (0.3%), S&P 500 Up 5 (0.2%), Nasdaq Down 11 (0.1%), Russell 2000 Down 8 (0.5%) ​​​​​​​",2018-08-03,QQQ,0.24433695863685778
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 86 (1.1%), Russell 2000 Up 9 (0.6%), S&P 500 Up 12 (0.3%), Dow 30 Down 24 (0.1%)",2018-08-02,QQQ,1.3256865221728114
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 19 (0.3%), Russell 2000 Up 3 (0.2%), ​S&P 500 Down 6 (0.2%), Dow 30 Down 159 (0.6%)",2018-08-02,QQQ,1.3256865221728114
"S&P 500 Futures Down 0.2%, Dow Jones Industrial Average Down ~0.4%, Nasdaq Up ~0.3% Ahead Of Fed Rate Decision At 2 p.m. EDT",2018-08-01,QQQ,2.766491157590656
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 7 (0.1%), S&P 500 Down 8 (0.3%), Dow 30 Down 91 (0.4%), Russell 2000 Down 12 (0.7%) ​​​​​​​",2018-08-01,QQQ,2.766491157590656
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 40 (0.5%), S&P 500 Up 3 (0.1%), Dow 30 Up 10 (0.1%), Russell 2000 Flat",2018-08-01,QQQ,2.766491157590656
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 21 (1.3%), Nasdaq Up 60 (0.8%), ​​​​​​​S&P 500 Up 19 (0.7%), Dow 30 Up 166 (0.7%)",2018-07-31,QQQ,3.0320238543274147
Pro: FAANG Stocks Could Have 30-40% Downside Potential,2018-07-31,QQQ,3.0320238543274147
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 41 (0.5%), S&P 500 Up 12 (0.4%), Dow 30 Up 105 (0.4%), Russell 2000 Down 7 (0.4%)",2018-07-31,QQQ,3.0320238543274147
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 5 (0.3%), Dow 30 Down 111 (0.4%), S&P 500 Down 18 (0.6%), Nasdaq Down 121 (1.6%)",2018-07-30,QQQ,3.4435486069125076
'NASDAQ sell-off getting overdone here' -Tweet From CNBC's Jim Cramer,2018-07-30,QQQ,3.4435486069125076
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 26 (0.1%), S&P 500 Down 5 (0.2%), Nasdaq Down 68 (0.9%), Russell 2000 Down 29 (1.7%)",2018-07-30,QQQ,3.4435486069125076
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 2 (0.1%), Dow 30 Up 25 (0.1%), Nasdaq Up 6 (0.1%), Russell 2000 Up 1 (0.1%) ​​​​​​​",2018-07-27,QQQ,1.384983148997397
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 123 (0.5%), Russell 2000 Up 8 (0.5%) ​​​​​​, S&P 500 Down 6 (0.2%), Nasdaq Down 75 (0.9%)",2018-07-26,QQQ,-0.28881088105285957
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 149 (0.6%), Russell 2000 Flat​​​​​​​, S&P 500 Down 6 (0.2%), Nasdaq Down 81 (1.0%)",2018-07-26,QQQ,-0.28881088105285957
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 38 (0.5%), S&P 500 Up 5 (0.2%), Russell 2000 Flat, Dow 30 Down 41 (0.2%)",2018-07-25,QQQ,-3.1178272518062067
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 21 (0.3%), S&P 500 Flat, Dow 30 Down 76 (0.3%), Russell 2000 Down 18 (1.1%)",2018-07-25,QQQ,-3.1178272518062067
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 205 (0.8%), S&P 500 Up 13 (0.5%), Nasdaq Down 4 (0.1%), Russell 2000 Down 10 (0.6%)",2018-07-24,QQQ,-2.1353332978036654
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 76 (1.0%), S&P 500 Up 19 (0.7%), Dow 30 Up 130 (0.5%), Russell 2000 Up 8 (0.5%)",2018-07-24,QQQ,-2.1353332978036654
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 3 (0.2%), S&P 500 Up 6 (0.2%), Nasdaq Up 16 (0.2%), Dow 30 Up 17 (0.1%)",2018-07-23,QQQ,-2.478278597441283
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Down 5 (0.1%), Dow 30 Down 32 (0.1%), S&P 500 Down 5 (0.2%), Russell 2000 Down 5 (0.3%) ​​​​​​​",2018-07-23,QQQ,-2.478278597441283
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 15 (0.2%), Dow 30 Up 32 (0.1%), S&P 500 Up 2 (0.1%), Russell 2000 Up 1 (0.1%)",2018-07-20,QQQ,-0.7654114541200263
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 19 (0.2%), Dow 30 Down 35 (0.1%), S&P 500 Down 2 (0.1%), Russell 2000 Down 1 (0.1%)",2018-07-20,QQQ,-0.7654114541200263
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 8 (0.5%), S&P 500 Down 10 (0.4%), Dow 30 Down 103 (0.4%), Nasdaq Down 29 (0.4%)",2018-07-19,QQQ,0.5697391530455185
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 5 (0.3%), Nasdaq Down 10 (0.1%), S&P 500 Down 5 (0.2%), Dow 30 Down 57 (0.2%)",2018-07-19,QQQ,0.5697391530455185
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 78 (0.3%), S&P 500 Up 5 (0.2%), Nasdaq Down 7 (0.1%), Russell 2000 Flat",2018-07-18,QQQ,1.6061880244723892
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 9 (0.5%), S&P 500 Flat, Dow 30 Down 11 (0.1%), Nasdaq Down 12 (0.2%)",2018-07-18,QQQ,1.6061880244723892
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 47 (0.6%), Russell 2000 Up 9 (0.5%), S&P 500 Up 13 (0.5%), Dow 30 Up 71 (0.3%)",2018-07-17,QQQ,0.016641149017783158
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 6 (0.2%), Dow 57 Down 69 (0.3%), Nasdaq Down 29 (0.4%), Russell 2000 Down 9 (0.5%)",2018-07-17,QQQ,0.016641149017783158
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 16 (0.1%), S&P 500 Down 2 (0.1%), Nasdaq Down 8 (0.1%), Russell 2000 Down 8 (0.5%)",2018-07-16,QQQ,0.21208003953879562
